Target,URL,Label,x_relative_min,y_relative_min,empty,empty,x_relative_max,y_relative_max,empty,empty,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000419974.jpg, 'person',0.253521127,0.3296875,,,0.361502347,0.44375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000380706.jpg, 'person',0,0.342723005,,,0.0296875,0.638497653,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000424162.jpg, 'person',0.4625,0.259765625,,,0.6859375,0.916015625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000380706.jpg, 'person',0.0390625,0.314553991,,,0.1046875,0.584507042,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000011149.jpg, 'person',0,0.008,,,0.15,0.32,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000492937.jpg, 'person',0.580065359,0.039215686,,,0.738562092,0.555555556,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000011149.jpg, 'person',0.834,0.002666667,,,0.998,0.84,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000165681.jpg, 'person',0.5484375,0.238738739,,,0.634375,0.578828829,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000464476.jpg, 'person',0.1,0.154666667,,,0.232,0.658666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000139099.jpg, 'person',0,0.333333333,,,0.328125,0.91611479,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000169996.jpg, 'person',0.2671875,0.597916667,,,0.3828125,0.864583333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000146667.jpg, 'person',0.3921875,0.06864564,,,0.7109375,0.565862709,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000424162.jpg, 'person',0.7078125,0.232421875,,,0.9203125,0.9296875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000397133.jpg, 'person',0.60625,0.161592506,,,0.7765625,0.81030445,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000289343.jpg, 'person',0.38563327,0.3671875,,,0.49905482,0.64375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000309391.jpg, 'person',0.94375,0.700520833,,,0.978125,0.924479167,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000579321.jpg, 'person',0.146875,0,,,0.521875,0.423694779,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000422706.jpg, 'person',0.00625,0.039812646,,,0.2296875,0.526932084,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000279278.jpg, 'person',0.5375,0,,,0.75,0.748251748,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210273.jpg, 'person',0.828125,0.359813084,,,0.85625,0.450934579,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000261888.jpg, 'person',0.5640625,0.335680751,,,0.715625,0.922535211,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000246963.jpg, 'person',0.1296875,0.230952381,,,0.2140625,0.342857143,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000165681.jpg, 'person',0.48125,0.245495495,,,0.521875,0.490990991,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000445834.jpg, 'person',0.6625,0.421545667,,,0.80625,0.971896956,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000251140.jpg, 'person',0.509333333,0.548,,,0.714666667,0.726,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000176857.jpg, 'person',0.29,0.029333333,,,0.35,0.2,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000146667.jpg, 'person',0.253125,0.001855288,,,0.3234375,0.237476809,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000031817.jpg, 'person',0.856287425,0,,,0.997005988,0.35625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000534605.jpg, 'person',0.471666667,0.2425,,,0.538333333,0.54,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000577932.jpg, 'person',0.4609375,0.423572744,,,0.590625,0.869244936,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000279278.jpg, 'person',0.3671875,0.002331002,,,0.4890625,0.571095571,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000422706.jpg, 'person',0,0.011709602,,,0.290625,0.365339578,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000292456.jpg, 'person',0.644,0.181333333,,,0.706,0.426666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000338304.jpg, 'person',0.625882353,0.3390625,,,0.964705882,0.728125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000146667.jpg, 'person',0.1,0.031539889,,,0.1703125,0.256029685,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000291634.jpg, 'person',0.501154734,0.3078125,,,0.542725173,0.39375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078748.jpg, 'person',0.3125,0.035416667,,,0.3921875,0.229166667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000017899.jpg, 'person',0.002083333,0.0171875,,,0.508333333,0.609375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000395180.jpg, 'person',0.696875,0.388773389,,,0.7140625,0.41995842,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000093437.jpg, 'person',0.121875,0.022160665,,,0.6703125,0.980609418,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000488592.jpg, 'person',0.552083333,0.6734375,,,0.64375,0.8453125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000246963.jpg, 'person',0.234375,0.288095238,,,0.3375,0.502380952,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000279278.jpg, 'person',0.21875,0.027972028,,,0.2890625,0.470862471,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000577932.jpg, 'person',0.3609375,0.429097606,,,0.4890625,0.904235727,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000507975.jpg, 'person',0.4390625,0.029166667,,,0.590625,0.316666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000176857.jpg, 'person',0.518,0.16,,,0.72,0.576,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000433915.jpg, 'person',0.06875,0.127083333,,,0.446875,0.845833333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000534605.jpg, 'person',0.103333333,0.12,,,0.251666667,0.925,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000356387.jpg, 'person',0.722,0.611940299,,,0.826,0.985074627,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000067213.jpg, 'person',0.696875,0.682474227,,,0.790625,0.84742268,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000226408.jpg, 'person',0.01875,0.251599147,,,0.6046875,0.855010661,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000176857.jpg, 'person',0.45,0.010666667,,,0.586,0.416,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000507975.jpg, 'person',0.1390625,0.245833333,,,0.2140625,0.3875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000200839.jpg, 'person',0.003125,0.466666667,,,0.0484375,0.5875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000067213.jpg, 'person',0.771875,0.682474227,,,0.903125,0.845360825,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000068093.jpg, 'person',0.590625,0.125,,,0.8890625,0.941666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000422706.jpg, 'person',0.0015625,0.330210773,,,0.1859375,0.742388759,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000292456.jpg, 'person',0.258,0.082666667,,,0.378,0.717333333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000165681.jpg, 'person',0.5984375,0.114864865,,,0.646875,0.234234234,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000338304.jpg, 'person',0.588235294,0.3703125,,,0.748235294,0.5671875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000068093.jpg, 'person',0.5453125,0.0625,,,0.721875,0.645833333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000554002.jpg, 'person',0.6296875,0.084705882,,,0.721875,0.731764706,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210299.jpg, 'person',0.196875,0.258333333,,,0.396875,0.677083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000291634.jpg, 'person',0.020785219,0.3015625,,,0.076212471,0.4328125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078748.jpg, 'person',0.38125,0.027083333,,,0.45,0.23125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000291634.jpg, 'person',0.72517321,0.303125,,,0.782909931,0.4484375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000554002.jpg, 'person',0.40625,0,,,0.6453125,0.788235294,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000067213.jpg, 'person',0.0015625,0.742268041,,,0.084375,0.853608247,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000291634.jpg, 'person',0.374133949,0.315625,,,0.415704388,0.3703125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000248334.jpg, 'person',0.658,0.453333333,,,0.78,0.576,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000291634.jpg, 'person',0.309468822,0.3125,,,0.325635104,0.35625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000248334.jpg, 'person',0.776,0.512,,,0.808,0.578666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000554002.jpg, 'person',0.315625,0.002352941,,,0.471875,0.656470588,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000309391.jpg, 'person',0.6703125,0.484375,,,0.6953125,0.565104167,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000248334.jpg, 'person',0.83,0.48,,,0.914,0.581333333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078748.jpg, 'person',0.453125,0.035416667,,,0.578125,0.227083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000122166.jpg, 'person',0.7890625,0.635416667,,,0.8109375,0.7125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000441586.jpg, 'person',0.478125,0.04,,,0.6359375,0.637647059,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000472623.jpg, 'person',0.36,0.3609375,,,0.418823529,0.471875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000279278.jpg, 'person',0.88125,0.03962704,,,0.9984375,0.983682984,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000577932.jpg, 'person',0.6796875,0.429097606,,,0.71875,0.605893186,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000472623.jpg, 'person',0.294117647,0.3734375,,,0.355294118,0.4765625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000178982.jpg, 'person',0.5015625,0.569086651,,,0.5828125,0.819672131,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000309391.jpg, 'person',0.821875,0.330729167,,,0.8421875,0.388020833,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000248334.jpg, 'person',0.928,0.522666667,,,0.962,0.602666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000045596.jpg, 'person',0.301470588,0.54375,,,0.323529412,0.5828125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078748.jpg, 'person',0.765625,0.108333333,,,0.8234375,0.33125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000246963.jpg, 'person',0.3453125,0.25952381,,,0.43125,0.519047619,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000481386.jpg, 'person',0.224824356,0.15,,,0.74941452,0.909375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000488592.jpg, 'person',0.529166667,0.6734375,,,0.554166667,0.7328125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000570834.jpg, 'person',0.2875,0.341666667,,,0.3953125,0.727083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000577932.jpg, 'person',0.6015625,0.429097606,,,0.6453125,0.607734807,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000165681.jpg, 'person',0.2140625,0.25,,,0.2265625,0.328828829,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000248334.jpg, 'person',0.938,0.496,,,0.974,0.586666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000246963.jpg, 'person',0.684375,0.357142857,,,0.8234375,0.702380952,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000461751.jpg, 'person',0.0734375,0.196836555,,,0.528125,0.83831283,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078748.jpg, 'person',0.90625,0.110416667,,,0.9828125,0.25625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000165681.jpg, 'person',0.496875,0.150900901,,,0.5125,0.184684685,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000244833.jpg, 'person',0.8546875,0.028037383,,,0.9578125,0.275700935,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000488592.jpg, 'person',0.5,0.671875,,,0.520833333,0.73125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000038829.jpg, 'person',0.646875,0.299765808,,,0.70625,0.533957845,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000414510.jpg, 'person',0.1125,0.4171875,,,0.277083333,0.6046875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000038829.jpg, 'person',0.6859375,0.297423888,,,0.84375,0.754098361,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000414510.jpg, 'person',0.4,0.290625,,,0.51875,0.4296875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000038829.jpg, 'person',0.4859375,0.234192037,,,0.634375,0.840749415,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000480985.jpg, 'person',0.125333333,0.592,,,0.2,0.658,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000165681.jpg, 'person',0.46875,0.155405405,,,0.4953125,0.184684685,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000480985.jpg, 'person',0.085333333,0.596,,,0.128,0.654,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000554002.jpg, 'person',0.2421875,0.002352941,,,0.3921875,0.642352941,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000441586.jpg, 'person',0.3890625,0.270588235,,,0.41875,0.390588235,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000246963.jpg, 'person',0.5625,0.307142857,,,0.6828125,0.588095238,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000554002.jpg, 'person',0.0296875,0.004705882,,,0.16875,0.604705882,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000038829.jpg, 'person',0.9125,0.323185012,,,0.9984375,0.597189696,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000445834.jpg, 'person',0.85,0.447306792,,,0.9453125,0.971896956,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000445834.jpg, 'person',0.4390625,0.208430913,,,0.5765625,0.43793911,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000480985.jpg, 'person',0.853333333,0.55,,,0.925333333,0.758,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000248334.jpg, 'person',0.968,0.488,,,0.992,0.56,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000395180.jpg, 'person',0.771875,0.390852391,,,0.7921875,0.422037422,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000480985.jpg, 'person',0.026666667,0.604,,,0.061333333,0.654,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000244833.jpg, 'person',0.6125,0.074766355,,,0.840625,0.345794393,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000554002.jpg, 'person',0,0.004705882,,,0.059375,0.588235294,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000345027.jpg, 'person',0.58125,0.662531017,,,0.590625,0.702233251,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078748.jpg, 'person',0.6890625,0.054166667,,,0.775,0.366666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078748.jpg, 'person',0.6203125,0.1125,,,0.66875,0.2375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000480985.jpg, 'person',0.709333333,0.586,,,0.770666667,0.762,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000554002.jpg, 'person',0.1671875,0,,,0.2234375,0.261176471,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000244833.jpg, 'person',0.2875,0.011682243,,,0.409375,0.161214953,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000139099.jpg, 'person',0.8703125,0.198675497,,,0.95625,0.516556291,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000404484.jpg, 'person',0.55,0.095833333,,,0.815625,0.441666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000139099.jpg, 'person',0.4734375,0.134657837,,,0.8515625,0.982339956,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210273.jpg, 'person',0.7359375,0.36682243,,,0.7703125,0.462616822,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000345027.jpg, 'person',0.59375,0.657568238,,,0.6,0.692307692,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000033854.jpg, 'person',0.6953125,0.451990632,,,0.7078125,0.531615925,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000345027.jpg, 'person',0.5984375,0.657568238,,,0.60625,0.697270471,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000441247.jpg, 'person',0.5234375,0.433962264,,,0.6046875,0.629716981,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000177934.jpg, 'person',0.55,0.320833333,,,0.63125,0.704166667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000577932.jpg, 'person',0.5125,0.395948435,,,0.54375,0.447513812,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000395180.jpg, 'person',0.796875,0.399168399,,,0.8125,0.424116424,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000577932.jpg, 'person',0.540625,0.403314917,,,0.5734375,0.46961326,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000488592.jpg, 'person',0.4875,0.6765625,,,0.5,0.7125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000577932.jpg, 'person',0.2,0.390423573,,,0.2234375,0.478821363,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000367680.jpg, 'person',0.551111111,0.446745562,,,0.602222222,0.579881657,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000146667.jpg, 'person',0.84375,0.044526902,,,0.909375,0.241187384,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000177934.jpg, 'person',0.3546875,0.341666667,,,0.421875,0.577083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210273.jpg, 'person',0.2015625,0.411214953,,,0.21875,0.460280374,,,
